Средний_балл;Учебное_заведение;Город;Число_поступающих
72;МБОУ Лицей №81;Новосибирск;4
72;Средняя общеобразовательная школа 2 г. Прокопьевск;Прокопьевск;1
72;МБОУ Гимназия №11 города Рубцовска Алтайского края;Рубцовск;4
72;МБОУ СОШ 8;Радужный;1
72;Школа-лицей 1 г.Риддера Р.Казахстан;Риддер;3
72;МБОУ Рассветовская средняя общеобразовательная школа Томского района;Рассвет;1
72;Муниципальная средняя (полная) общеобразовательная школа № 80 г.Северск;Северск;1
72;Муниципальная средняя (полная) общеобразовательная школа № 78 г.Северск;Северск;1
72;МАОУ СОШ №77;Свердловская;1
72;Средняя общеобразовательная школа №198 г.Северска закрытого адиминстартивно-территориального образования Северск Томской области;Северск;2
72;Губернаторский Светленский лицей;Светлый;1
72;"МАОУ ""Гимназия №87""";Саратов;1
72;МБОО-Старокулаткинская средняя школа №2 им. Героя Российской Федерации Рафагатя Махмутовича Хабибуллина;Старая Кулатка;1
72;муниципальное общеобразовательное бюджетное учреждение лицей №22 г.Сочи Краснодарского края;Сочи;1
72;МБОУ Суховская СОШ;Сухой;1
72;МАОУ Гимназия 2 городского округа город  Стерлитамак Республики Башкортостан ;Стерлитамак;1
72;Средняя общеобразовательная школа 45 г.Сургут;Сургут;3
72;"МБОУ ""Лицей№104""";Новокузнецк;5
72;"Муниципальное бюджетное общеобразовательное учреждение ""Гимназия N1 города Новопавловска"" ";Новопавловск;1
72;"МБОУ ""Средняя общеобразовательная школа №79"" г. Новокузнецка Кемеровской области";Новокузнецк;1
72;"Муниципальное общеобразовательное учреждение ""Средняя общеобразовательная  школа №12"" ";Новоалександровск;1
72;Средняя общеобразовательная школа 1 г.Новоалтайск;Новоалтайск;2
72;Средняя общеобразовательная школа 10 г.Нижнеудинска;Нижнеудинск;1
72;МБОУ средняя общеобразовательная школа №15;Нижневартовск;1
72;"МБОУ ""Лицей №1""";Нефтеюганск;1
72;МОУ Нерчинско-заводская СОШ;Нерчинский Завод;1
72;Информационно-технологический лицей 24 г.Нерюнгри;Нерюнгри;1
72;"ГБОУ ""Открытая школа №88""";Москва;1
72;МОУ СОШ 1;Надым;1
72;ЧОУ Лесосибирская православная гимназия;Лесосибирск;1
72;Средняя общеобразовательная школа 5 Лангепас ХМАО;Лангепас;2
72;Многопрофильная гимназия 6 г.Междуреченск;Междуреченск;1
72;Средняя общеобразовательная школа 2 г.Медногорска;Медногорск;1
72;"МАНОУ ""Гимназия № 2"" г.Мариинск";Мариинск;3
72;Малосалаирская средняяобщеобразовательная школа с.Малая Салаирка;Малая Салаирка;1
72;Малоенисейская средняя общеобразовательная школа Бийский р.;Малоенисейское;1
72;Лицей№ 3;Красноярск;1
72;Кривошеинская муниципальная средняя (полная) общеобразовательная школа;Кривошеино;1
72;"ГАНООРТ ""Государственный лицей РТ""";Кызыл;1
72;"МБОУ ""СОШ №3""";Курск;1
72;"муниципальное бюджетное общеобразовательное учреждение куйбышевского района ""средняя общеобразовательная школа №9"" города куйбышева новосибирской области ";Куйбышевский район, Куйбышев;2
72;Средняя общеобразовательная школа с углубленным изучением отдельных предметов 38;Курган;1
72;Средняя общеобразовательная школа 17 г.Кургана;Курган;2
72;"Лицей при федеральном государственном бюджетном образовательном учреждении высшего профессионального образования ""Комсомольский-на-Амуре государственный технический университет"" Хабаровский край";Комсомольск-на-Амуре;1
72;МОУ СОШ 7;Копейск;1
72;Средняя общеобразовательная школа №27;Комсомольск-на-Амуре;1
72;Кош-Агачская средняя общеобразовательная школа им. В.И.Чаптынова;Кош-Агач;1
72;Крапивинская средняя школа Кемеровская область;Крапивинский;1
72;МАОУ Лицей №12;Красноярск;4
72;МСШО №152;Красноярск;1
72;"Муниципальное бюджетное общеобразовательное учреждение ""Средняя школа № 152""";Красноярск;1
72;Средняя общеобразовательная школа 7 г. Колпашево Томской области;Колпашево;1
72;МБОУ Киселевского городского округа Лицей №1 Кемеровской области;Киселевск;2
72;"МБОУ ""Лингвистическая гимназия "" города Кирова";Киров;1
72;"МБОУ ""Гимназия №71"" (""Радуга"")";Кемерово;1
72;"МБОУ ""СОШ №11""";Кемерово;1
72;Гимназия №17 г. Кемерово;Кемерово;1
72;Средняя общеобразовательная школа 11 г.Кемерово;Кемерово;3
72;"МБОУ""СОШ""№82";Кемерово;2
72;"муниципальное автономное общеобразовательное учреждение ""Средняя общеобразовательная школа №14"" города Кемерово Кемеровской области";Кемерово;1
72;МБОУ “Каргасокская средняя общеобразовательная школа-интернат № 1”;Каргасок;6
72;Вынгапуровская средняя школа г.Ноябрьск;Вынгапуровский;1
72;МАОУ СОШ с УИОП №76;Екатеринбург;1
72;Вологодский строительный колледж;Вологда;1
72;Средняя общеобразовательная школа №17;Владивосток;1
72;МБОУ СОШ Им.М.И.Калинина;Бугуруслан;1
72;"МБОУ ""Гимназия №1 им. А. А. Иноземцева""";Братск;1
72;Лицей 2 г.Братска;Братск;1
72;"МАОУ ""Закаменская СОШ №1""";Закаменск;1
72;МБОУ Средняя школа № 106 с углубленным изучением математики;Железногорск;1
72;Школа 90;Железногорск;1
72;Средняя образовательная школа 5 г.Зея;Зея;1
72;Зональненская средняя общеобразовательная школа Томского района Томской области;Зональная станция;2
72;МБОУ №76;Ижевск;1
72;Муниципальное казенное общеобразовательное учреждение Здвинская средняя школа №2;Здвинск;1
72;Гимназия №83;Ижевск;1
72;Средняя общеобразовательная школа 19 г.Иркутска;Иркутск;1
72;"МБОУ ""СОШ"" №93";Ижевск;1
72;МБОУ города Иркутска СОШ № 12;Иркутск;1
72;Средняя общеобразовательная школа 3 г.Искитим;Искитим;1
72;"Муниципальное автономное общеобразовательное учреждение ""Лицей 10"" г. Каменск-Уральский";Каменск-Уральский;3
72;Средняя общеобразовательная школа 7 г.Канск;Канск;1
72;Лицей 17 г.Березовский;Березовский;2
72;Средняя общеобразовательная школа 8 г.Белово;Белово;2
72;МБОУ Средняя Общеобразовательная школа №14  ;Белово;3
72;МБОУ СОШ №30;Белово;1
72;Средняя общеобразовательная школа 2 г.Белокуриха;Белокуриха;1
72;"МБОУ ""Лицей №124""";Барнаул;5
72;"МБОУ ""СОШ №89 с углубленным изучением отдельных предметов"" г.Барнаула Алтайского края";Барнаул;1
72;Средняя общеобразовательная школа 127 г.Барнаул;Барнаул;2
72;Алтайский краевой педагогический лицей;Барнаул;1
72;Гимназия 123 г.Барнаула;Барнаул;1
72;"КГБОУ ""Алтайский краевой педагогический лицей-интернат""";Барнаул;10
72;Баргузинская средняя общеобразовательная школа п.Баргузин;Баргузин;1
72;Средняя общеобразовательная школа 6 г.Ачинск;Ачинск;3
72;"МБОУ ""Ариничевская средняя общеобразовательная школа"" с. Ариничево";Ариничево;1
72;Лицей 1 г.Ангарска;Ангарск;1
72;Ангарский лицей №1;Ангарск;2
72;Муниципальное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №1 МО г.-к. Анапа;Анапа;1
72;Средняя общеобразовательная школа 19 г.Абакан;Абакан;1
72;Соленоозерная средняя школа №12 ;Абакан;1
72;Средняя общеобразовательная школа 25 г.Абакан;Абакан;4
72;МБОУ Аларская СОШ;Аларь;1
72;Агаповская СОШ №1 имени П.А. Скачкова;Агаповка;1
72;"муниципальное автономное общеобразовательное учреждение ""Средняя общеобразовательная школа №3"" города Ялуторовска";Ялуторовск;1
71;"КГУ ""Лицей города Аксу""";Аксу;2
71;Средняя общеобразовательная школа 24 г.Абакан;Абакан;3
71;Средняя общеобразовательная школа 26 г.Абакан;Абакан;3
71;Хакасская национальная гимназия-интернат г.Абакана;Абакан;2
71;Средняя общеобразовательная школа 1 г.Абакан;Абакан;4
71;МБОУ Лицей г.Абакан;Абакан;3
71;Гимназия 5 имени Героя Советского Союза Константина Павлюкова г.Барнаула;Барнаул;2
71;Средняя общеобразовательная школа № 10 города Белово;Белово;4
71;Средняя общеобразовательная школа 1 г.Березовский;Березовский;4
71;Белоярская средняя общеобразовательная школа № 2;Белый Яр;2
71;Средняя общеобразовательная школа 3 г.Братск;Братск;2
71;МБОУ технический лицей № 176 Карасукского района Новосибирской области;Карасук;2
71;МБОУ СОШ №40 имени Катасонова ;Кемерово;4
71;Средняя общеобразовательная школа № 31;Кемерово;2
71;Средняя общеобразовательная школа № 15 г. Кемерово;Кемерово;5
71;"МБОУ ""СОШ 40""";Кемерово;2
71;МБОУ Лицей № 89;Кемерово;7
71;"МБОУ ""Копьёвская средняя общеобразовательная школа с углублённым изучением отдельных предметов""";Копьево;4
71;"МАОУ ""Лицей №15 имени Героя Советского Союза Н.Н.Макаренко""";Кызыл;5
71;Средняя общеобразовательная школа 1 г.Мариинск;Мариинск;2
71;Экономический лицей г.Новосибирска;Новосибирск;2
71;МБОУ Сургутский Естественно-научный ;Сургут;3
71;Средняя школа № 1;Серебрянск;1
71;МБОУ Лицей 7 ;Саяногорск;11
71;"Муниципальное общеобразовательное учреждение ""Северская гимназия"" ЗАТО Северск Томской области";Северск;13
71;"МБОУ""Гимназия№8""";Рубцовск;2
71;"БОУ ""Русскополянская средняя общеобразовательная школа №2 имени Героя Советского Союза Г. Г. Светецкого""";Русская Поляна;2
71;"МБОУ ""Средняя школа №104"" пос. Подгорный ЗАТО Железногорск Красноярского края";Подгорный;2
71;Средняя общеобразовательная школа 102 г.Новосибирск;Новосибирск;2
71;Средняя общеобразовательная школа 36 г.Павлодар Р.Казахстан;Павлодар;1
71;МБОУ Лицей №5;Уфа;2
71;лицей № 9 имени О.А. Жолдасбекова;Шымкент;1
71;"МБОУ ""Лицей города Юрги"" ";Юрга;15
71;Юргинский промышленно-экономический техникум;Юрга;1
71;МБОУ Многопрофильная гимназия № 12;Чита;4
71;МАОУ Лицей №27;Улан-Удэ;2
71;МАОУ Лицей N93;Тюмень;2
71;"КГУ ""Опорная школа (РЦ) Б.Момышулы поселка Топар Абайского района Карагандинской области ";Топар;1
71;Средняя школа №8 с дошкольным мини-центром г.Текели;Текели;1
71;Муниципальное общеобразовательное учреждение Академический лицей г.Томск;Томск;10
71;Муниципальная средняя (полная) общеобразовательная школа № 37 г.Томск;Томск;11
71;Муниципальная средняя (полная) общеобразовательная школа № 35 г.Томск;Томск;2
71;Средняя общеобразовательная школа № 25 г.Томска;Томск;5
71;Муниципальная средняя (полная) общеобразовательная школа № 53 г.Томск;Томск;4
70;Муниципальная средняя (полная) общеобразовательная школа № 51 г.Томск;Томск;1
70;Муниципальное автономное общеобразовательное учреждение лицей №51;Томск;1
70;Муниципальное общеобразовательное учреждение гимназия № 56 г.Томск;Томск;7
70;Муниципальное общеобразовательное учреждение Гуманитарный лицей г.Томск;Томск;1
70;Русская классическая гимназия 2 г. Томска;Томск;1
70;Сибирский лицей г. Томска;Томск;3
70;Муниципальная средняя (полная) общеобразовательная школа № 28 г.Томск;Томск;1
70;Муниципальная средняя (полная) общеобразовательная школа № 19 г.Томск;Томск;4
70;Муниципальная средняя (полная) общеобразовательная школа № 40 г.Томск;Томск;19
70;Муниципальное автономное общеобразовательное учереждение гимназию № 26 г. Томска;Томск;1
70;МАОУ средняя общеобразовательная школа № 2 г.Томск;Томск;1
70;МАОУ СОШ №41 г.Томска;Томск;2
70;МАОУ СОШ №4 имени И.С.Черных г.Томска;Томск;1
70;МБОУ Каргасокская СОШ №2;Томск;1
70;"муниципальное  бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа № 11""";Таштагол;1
70;муниципальное автономное общеобразовательное учреждение лицей №1 имени А.С. Пушкина г. Томска Томской области;Томилино;1
70;ЧОУ Лицей при ТГУ;Томск;1
70;Средняя общеобразовательная школа №4 имени И.С.Черных города Томска;Томск;10
70;Итатская средняя общеобразовательная школа;Томское;1
70;Зональненская средняя общеобразовательная школа  Томского района;Томск;1
70;Гимназия 1 им.А.С. Пушкина г.Томск;Томск;1
70;МБОУ Трубчевская СОШ №1;Трубчевск;1
70;Кисловская средняя общеобразовательная школа;Томск;1
70;МАОУ СОШ №37 г. Томска;Томск;2
70;МАОУ СОШ № 16 г. Томска;Томск;3
70;Средняя общеобразовательная школа 35 Улан-Удэ;Улан-Удэ;5
70;Средняя общеобразовательная школа 8 г.Улан-Удэ;Улан-Удэ;1
70;МАОУ лицей №93 города Тюмени;Тюмень;1
70;МАОУ Гимназия 33;Улан-Удэ;4
70;"Муниципальное автономное общеобразовательное учреждение ""Средняя общеобразовательная школа №8""";Шарыпово;1
70;Средняя общеобразовательная школа 6 г.Юрга МБОУ;Юрга;1
70;"МАОУ ""Гимназия города Юрги""";Юрга;6
70;Республиканский лицей-интернат;Якутск;9
70;Ягоднинская муниципальная средняя (полная) общеобразовательная школа;Ягодное;1
70;Таттинская гимназия с.Ытык-Кюель;Ытык-Кюель;1
70;Общеобразовательный лицей № 2 г.Южно-Сахалинск;Южно-Сахалинск;1
70;Усть-Сертинская средняя общеобразовательная школа;Усть-Серта;1
70;Устьянская средняя общеобразовательная школа Бурлинского района Алтайского края;Устьянка;1
70;"МБОУ ""Лицей #153""";Уфа;1
70;"КГУ ""Средняя школа №24"" акимата города Усть-Каменогорска";Усть-Каменогорск;1
70;"Лицей ""Ступени"" г.Хабаровск";Хабаровск;1
70;Средняя общеобразовательная школа 32 г.Уссурийск;Уссурийск;1
70;Чапаевский губернский колледж Самарской области;Чапаевск;1
70;Чажемтовская средняя общеобразовательная школа;Чажемто;1
70;МБОУ СОШ 99;Челябинск;1
70;"Муниципальное автономное общеобразовательное учреждение ""Средняя общеобразовательная школа с углублённым изучением отдельных учебных предметов №124 г.Челябинска""";Челябинск;1
70;Цаган-Челутайская средняя общеобразовательная школа;Цаган-Челутай;1
70;Осинниковский политехнический техникум;Осинники;1
70;"БОУ г.Омска ""Лицей 64""";Омская;1
70;"БОУ г. Омска ""Лицей № 166""";Омск;1
70;"БОУ г. Омска ""СОШ 58""";Омск;1
70;"БОУ г.Омска ""Гимназия 139";Омск;2
70;Подгорнская муниципальная средняя (полная) общеобразовательная школа;Подгорное;2
70;муниципальное казенное общеобразовательное учреждение Порошинская средняя общеобразовательная школа Камышловского района Свердловской области;Порошина;1
70;Петропавловская районная гимназия;Петропавловка;1
70;МАОУ СОШ 44;Пермь;1
70;"МБОУ ""Парабельская гимназия"" ";Парабель;1
70;Ремзаводская средняя общеобразовательная школа;Павловск;1
70;Средняя общеобразовательная школа №76;Новосибирск;1
70;Новосибирский национальный исследовательский государственный университет;Новосибирск;1
70;МБОУ СОШ №199;Новосибирск;1
70;МБОУ СОШ №56;Новосибирск;1
70;МБОУ СОШ №49;Новосибирск;1
70;Муниципальное бюджетное общеобразовательное учреждение города Новосибирска Средняя общеобразовательная школа № 54 с углубленным изучением предметов социально-гуманитарного цикла;Новосибирск;3
70;"МБОУ ""Технический лицей при СГУГиТ""";Новосибирск;4
70;"МБОУ города Новосибирска СОШ №121 ""Академическая""";Новосибирск;1
70;"МБОУ города Новосибирска ""Средняя общеобразовательная школа №7""";Новосибирск;1
70;"АОО ""Назарбаев Интеллектуальная школа""";Нур-Султан;1
70;Толмачевская средняя общеобразовательная школа 60 г.Обь;Обь;1
70;МАОУ СШ №2;Новый Уренгой;1
70;Средняя общеобразовательная школа 27 г.Норильск;Норильск;1
70;Аэрокосмический лицей имени Ю.В. Кондратюка;Новосибирск;5
70;Средняя общеобразовательная школа №1 п. Новошахтинский;Новошахтинский;1
70;Гимназия №4;Новосибирск;1
70;Гимназия 9 имени Героя Российской Федерации Немыткина М.Ю. г. Новосибирска;Новосибирск;1
70;Гимназия 5 г.Новосибирск;Новосибирск;1
70;муниципальное образовательное учреждение средняя общеобразовательная школа 56 пгт. Промышленная;Промышленная;4
70;МБОУ СОШ №11;Прокопьевск;4
70;Рыбаловская средняя общеобразовательная школа Томского района Томской области;Рыбалово;1
70;гимназия №8 им. Л.М. Марасиновой;Рыбинск;1
70;"Гимназия ""Планета Детства"" г.Рубцовск";Рубцовск;1
70;Муниципальная средняя (полная) общеобразовательная школа № 88 г.Северск;Северск;2
70;Муниципальная средняя (полная) общеобразовательная школа № 87 г.Северск;Северск;10
70;Муниципальная средняя (полная) общеобразовательная школа № 197 г.Северск;Северск;1
70;МОАУ СОШ № 2;Свободный;1
70;Школа-лицей 4 им. Абая г.Сатпаев Р.Казахстан;Сатпаев;1
70;Академическая гимназия 56;Санкт-Петербург;1
70;"КГУ ""Экономический лицей""";Семей;1
70;Средняя общеобразовательная школа 25 г.Семей Р.Казахстан;Семей;1
70;Селиванихинская муниципальная средняя (полная) общеобразовательная школа с.Селиваниха Красноярский к;Селиваниха;1
70;Экономический лицей г.Семей Р.Казахстан;Семей;2
70;Средняя школа 29 Пальмира г.Семей Р.Казахстан;Семей;1
70;Средняя общеобразовательная школа 32 г.Семей Р.Казахстан;Семей;1
70;Средняя общеобразовательная школа 19 г.Семей Р.Казахстан;Семей;2
70;МБОУ Солонешенская СОШ;Солонешное;1
70;"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа посёлка Синегорье""";Синегорье;1
70;МБОУ СОШ №15;Славгород;1
70;Средняя школа 20 п.Сокол;Сокол;1
70;Общеобразовательная средняя школа 4 г.Сосновоборск;Сосновоборск;1
70;Смоленская средняя общеобразовательная школа 1 Смоленского района Алтайского края;Смоленское;1
70;Муниципальное бюджетное общеобразовательное учреждение лицей №1 Ханты-Мансийского автономного округа-Югры Тюменской области;Сургут;1
70;Средняя общеобразовательная школа 19 г.Сургут;Сургут;1
70;Средняя общеобразовательная школа № 4 г.Стрежевой;Стрежевой;1
70;МАОУ СОШ № 9;Тавда;1
70;МАОУ СОШ №160 Тайгинского городского округа Кемеровской области;Тайга;1
70;Гимназия 62 г.Новокузнецка;Новокузнецк;1
70;"МБОУ ""Гимназия №32""";Новокузнецк;1
70;МБНОУ Лицей №111;Новокузнецк;4
70;"МБНОУ ""Гимназия №62""";Новокузнецк;1
70;МБНОУ Гимназия №48;Новокузнецк;1
70;МБОУ гимназия №73;Новокузнецк;2
70;"МНБОУ ""Лицей №76"" города Новокузнецка Кемеровской области";Новокузнецк;5
70;Средняя (полная) общеобразовательная школа №18 г.Новокузнецка Кемеровсеой области;Новокузнецк;1
70;Средняя общеобразовательная школа 8 г.Новокузнецка;Новокузнецк;1
70;Средняя общеобразовательная школа № 91;Новокузнецк;1
70;Намская улусная гимназия им.Н.С.Охлопкова с.Намцы;Намцы;1
70;Средняя общеобразовательная школа 42 Нижневартовск ХМАО;Нижневартовск;1
70;Средняя общеобразовательная школа 21 г.Нижневартовск;Нижневартовск;1
70;"Муниципальное казённое общеобразовательное учреждение ""Средняя общеобразовательная школа №10 г.Нижнеудинск"" Иркутской области";Нижнеудинск;1
70;МКОУ СОШ №12;Нижнеудинск;1
70;МБОУ СОШ №47;Нижний Новгород;1
70;МБОУ Лицей;Нижний Тагил;1
70;МАОУ Гимназия №86;Нижний Тагил;1
70;МБОУ Гимназия № 166 г.Новоалтайска;Новоалтайск;1
70;МБОУ СОШ №1 Мариинского муниципального района Кемеровской области;Мариинск;1
70;Средняя общеобразовательная школа 6 г.Мариинск;Мариинск;1
70;Муниципальное бюджетное общеобразовательное учреждение Средняя общеобразовательная школа 19 с углубленным изучением отдельных предметов, город Междуреченск, Кемеровская область;Междуреченск;1
70;"МБОУ ""Средняя общеобразовательная школа №2""";Ленинск-Кузнецкий;1
70;"муниципальное казенное общеобразовательное учреждение "" средняя общеобразовательная школа №10""";Лиски;1
70;"МБОУ ""СОШ №8""";Набережные Челны;1
70;ОЧУ «Газпром школа»;Москва;1
70;Средняя общеобразовательная школа 2 г.Минусинск;Минусинск;1
70;Средняя общеобразовательная школа 2 г.Кызыл;Кызыл;1
70;Кяхтинская средняя общеобразовательная школа 4;Кяхта;1
70;Курагинская средняя школа 1 п.Курагино Красноярский кр.;Курагино;1
70;МБОУ СОШ им.Михаила Михайловича Осипова с.Кондоль;Кондоль;1
70;"МБОУ""Конезаводская СОШ""";Конезаводский;1
70;"МАОУ ""СОШ №7"" города Колпашева Томской области";Колпашево;1
70;муниципальное общеобразовательное учреждение гимназия №9;Комсомольск-на-Амуре;1
70;МОУ СОШ с УИОП №16;Комсомольск-на-Амуре;1
70;"МБОУ ""Гимназия №1""";Красногвардейское;1
70;Средняя общеобразовательная школа 70 г. Краснодар;Краснодар;1
70;Краснозерская СОШ №2 имени Ф.И.Аничкина;Краснозерское;2
70;МБОУ СШ №31;Красноярск;1
70;МАОУ Средняя школа №151 г. Красноярска;Красноярск;1
70;"МБОУ ""Гимнаия 8""";Красноярск;1
70;МБОУ СОШ №10;Кемерово;3
70;Средняя общеобразовательная школа 25 г.Киселевск;Киселевск;1
70;Средняя общеобразовательная школа 3 г.Кодинск;Кодинск;1
70;МБОУ СОШ №20;Коломна;1
70;Муниципальная средняя (полная) общеобразовательная школа № 2 г.Колпашево;Колпашево;4
70;Кожевниковская средняя общеобразовательная школа 1;Кожевниково;1
70;МБОУ СОШ №92;Кемерово;6
70;"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа №95""";Кемерово;3
70;"Муниципальное бюджетное общеобразовательное учреждение ""Каргасокская средняя общеобразовательная школа № 2"" Томской области";Каргасок;1
70;МБОУ Каргасокская средняя общеобразовательная школа №2;Каргасок;1
70;Средняя общеобразовательная школа № 1 г. Кедрового;Кедровый;1
70;Гимназия 93 г.Караганда Р.Казахстан;Караганда;1
70;" КГУ "" Гимназия №93""";Караганда;1
70;"КГУ""Гимназия№93""";Карагандинская;1
70;МБОУ БСОШ №1 им. П,П, Коргина;Благовещенка;1
70;Средняя общеобразовательная школа 3 г.Бородино;Бородино;1
70;"ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБЩЕОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ РЕСПУБЛИКИ САХА (ЯКУТИЯ) С УГЛУБЛЕННЫМ ИЗУЧЕНИЕМ ОТДЕЛЬНЫХ ПРЕДМЕТОВ ""ВЕРХНЕВИЛЮЙСКИЙ РЕСПУБЛИКАНСКИЙ ЛИЦЕЙ-ИНТЕРНАТ М.А. АЛЕКСЕЕВА""";Верхневилюйск;1
70;СОУ 71 имени М Файзали;Вахдат;1
70;МБОУ СОШ №56;Владивосток;1
70;МБОУ Вилюйская Гимназия;Вилюйск;1
70;Средняя школа №1 уезда Вэнь провинции Хэнань Китай;Вэнь;1
70;"Муниципальное бюджетное общеобразовательное учреждение ""Лицей"" Дальнереченского городского округа";Дальнереченск;1
70;Гимназия г. Гурьевска;Гурьевск;1
70;Средняя школа им.Шестакова с дошкольным мини-центром п.Карабулак Р.Казахстан;Карабулак;1
70;Средняя общеобразовательная школа 1 г.Калтан;Калтан;3
70;МБОУ Гимназия №3;Иркутск;2
70;"МБОУ ""СОШ №84 с углубленным изучением отдельных предметов""";Ижевск;1
70;МБОУ города Иркутска СОШ с углубленным изучением отдельных предметов №19;Иркутск;1
70;МБОУ города Иркутска СОШ №34;Иркутск;1
70;Гимназия №164 г.Зеленогорска;Зеленогорск;2
70;Средняя общеобразовательная школа 169 г.Зеленогорск;Зеленогорск;1
70;Средняя общеобразовательная школа 163 г.Зеленогорск;Зеленогорск;1
70;"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа №176"" г. Зеленогорска Красноярского края";Зеленогорск;1
70;МБОУ Игринская СОШ №5;Игра;1
70;"МБОУ ""Зиминский лицей""";Зима;1
70;Средняя общеобразовательная школа 98 г.Железногорск;Железногорск;1
70;Средняя общеобразовательная школа 101 г.Железногорск;Железногорск;1
70;Емельяновская средняя общеобразовательная школа 1 Емельяновского района Красноярского края;Емельяново;2
70;Школа номер 2;Енисейск;1
70;"МБОУ Лицей № 103 ""Гармония""";Железногорск;1
70;"МКОУ ""Жилинская СОШ""";Жилино;1
70;Средняя общеобразовательная школа 4 г.Белогорска;Белогорск;1
70;"Муниципальное автономное общеобразовательное учреждение ""Лицей №7""";Бердск;3
70;"МБОУ ""Кадетская школа"" г. Бийска";Бийск;1
70;Средняя общеобразовательная школа № 32 г. Белово;Белово;1
70;Алтайская школа-интернат с первоначальной лётной подготовкой имени Героя Советского союза Константина Павлюкова;Барнаул;1
70;МАОУ СОШ Томского района село Батурино;Батурино;1
70;Барнаульский Кадетский Корпус;Барнаул;1
70;Средняя общеобразовательная школа №47 Барабинского р-на Новосибирской области;Барабинск;2
70;"МБОУ""СОШ№89""";Барнаул;1
70;"МАОУ ""СОШ №132"" имени Н.М.Малахова";Барнаул;1
70;"МБОУ ""Гимназия №45""";Барнаул;1
70;"Муниципальное бюджетное общеобразовательное учреждение города Астрахани ""Средняя общеобразовательная школа №48"" Астраханской области";Астрахань;1
70;"МАОУ ""Школа №26""";Балашиха;1
70;Министерство образования Республики Ирак;Багдад;1
70;Муниципальная средняя общеобразовательная школа села Ахуново;Ахуново;1
70;Средняя общеобразовательная школа 30 г.Абакан;Абакан;1
70;Алексеевская СОШ №9;Алексеевка;1
70;"КГУ ""Школа-гимназия №1""";Алматы;1
70;Лицей 134 г.Алматы Р.Казахстан;Алматы;1
70;"МАОУ ""СОШ с углублённым изучением английского языка №27";Ангарск;2
70;"Автономная некоммерческая профессиональная образовательная организация ""Уральский промышленно-экономический техникум""";Асбест;1
70;Муниципальная средняя (полная) общеобразовательная школа № 1 г.Асино;Асино;1
70;Аскизский лицей-интернат с.Аскиз;Аскиз;1
70;МБОУ Средняя общеобразовательная школа № 1 Яшкинского муниципального района;Яшкино;2
70;МБОУ СОШ № 14;Яровое;1
69;МОБУ СОШ 12;Якутск;2
69;МАОУ гимназия №2;Асино;6
69;Средняя общеобразовательная школа 5 г.Ачинск;Ачинск;2
69;Средняя общеобразовательная школа 37 г.Белово;Белово;3
69;МБОУ СОШ №19;Белово;3
69;"МБОУ ""Средняя школа №90""";Железногорск;4
69;Лицей 1 г.Иркутск;Иркутск;4
69;"БОУ РА ""Республиканская гимназия имени В.К. Плакаса""";Горно-Алтайск;8
69;КГУ Школа-лицей №66 г. Караганды;Караганда;2
69;Средняя общеобразовательная школа 5 г.Колпашево;Колпашево;2
69;Губернаторская школа-интернат МЧС г.Кемерово;Кемерово;4
69;"МАОУ ""СОШ №78""";Кемерово;5
69;Средняя общеобразовательная школа 1 им. М.А.Бухтуева г.Кызыла;Кызыл;2
69;МАОУ СШ №7;Красноярск;2
69;Средняя общеобразовательная школа 2 г.Мыски;Мыски;2
69;Мало-Владимирская средняя школа Бескарагайского района ВКО;Малая Владимировка;1
69;Егорьевская средняя общеобразовательная школа;Новоегорьевское;4
69;"Муниципальное бюджетное общеобразовательное учреждение ""Лицей№ 34"" города Новокузнецка  Кемеровской области";Новокузнецк;9
69;"МБОУ ""СОШ 26""";Новокузнецк;3
69;МБОУ СОШ №61;Новокузнецк;2
69;Средняя школа-лицей 5 г.Талдыкорган Р.Казахстан;Талдыкорган;1
69;"МОУ ""Средняя школа № 5 г. о. Стрежевой с углубленным изучением отдельных предметов""";Стрежевой;8
69;Гимназия № 6 города Семей;Семей;2
69;Гимназия 6 г.Семей Р.Казахстан;Семей;1
69;Геологоразведочный колледж г.Семей Р.Казахстан;Семей;5
69;Северский физико-математический лицей;Северск;4
69;Муниципальная средняя (полная) общеобразовательная школа № 198 г.Северск;Северск;8
69;"Муниципальное бюджетное общеобразовательное учреждение ""Средняя общеобразовательная школа №45"" города Прокопьевска Кемеровской области";Прокопьевск;6
69;МАОУ Лицей№9;Новосибирск;2
69;Новосибирский торгово-экономический колледж г.Новосибирск;Новосибирск;1
69;"ГУ ""Средняя общеобразовательная школа №13 города Павлодара""";Павлодар;1
69;Средняя общеобразовательная школа 24 города Павлодара;Павлодар;1
69;Средняя общеобразовательная школа №14 с углубленным изучением отдельных предметов;Полысаево;2
69;"БОУ г.Омска ""Лицей № 92""";Омск;3
