Средний_балл;Учебное_заведение;Город;Число_поступающих
79;Муниципальная общеобразовательная средняя школа 2 г.Лангепас;Лангепас;1
79;"МАОУ ""Лицей №15 имени Героя Советского Союза Н.Н.Макаренко""";Кызыл;2
79;Муниципальная средняя (полная) общеобразовательная школа № 5 г.Колпашево;Колпашево;1
79;Средняя общеобразовательная школа 7 г.Комсомольск-на-Амуре;Комсомольск-на-Амуре;1
79;"МБОУ ""Средняя школа №51""";Красноярск;1
79;Средняя общеобразовательная школа 31 поселка Краснобродского Кемеровской облости;Краснобродский;1
79;"КГУ ""Лицей города Аксу""";Аксу;1
79;"ГАОУ ""Чукотский окружной профильный лицей""";Анадырь;1
79;Гимназия 27 г.Барнаула;Барнаул;1
79;МАОУ Гимназия №1 г. Белебея муниципального района  Белебеевский район Республики Башкортостан;Белебей;1
79;"Муниципальное бюджетное общеобразовательное учреждение ""Гимназия №1"" г. Биробиджана";Биробиджан;1
79;Ирбейская школа №1 имени Давыдова;Ирбейское;1
79;МБОУ Игринская СОШ №4;Игра;1
79;МБОУ №76;Ижевск;1
79;МБОУ СОШ №49;Новосибирск;1
79;"МБОУ города Новосибирска ""Вечерняя (сменная) школа №35""";Новосибирск;1
79;Аэрокосмический лицей имени Ю.В. Кондратюка г. Новосибирска;Новосибирск;2
79;Лицей №35 имени А.И.Герлингер;Новокузнецк;2
79;"МАОУ ""СОШ №15""";Набережные Челны;1
79;Средняя (полная) общеобразовательная школа №18 г.Новокузнецка Кемеровсеой области;Новокузнецк;1
79;Средняя общеобразовательная школа №7 города Назарово Красноярского края ;Назарово;1
79;Гимназия 6 имени С.Ф. Вензелева города Междуреченска Кемеровской области;Междуреченск;1
79;"Муниципальное Автономное Нетиповое Общеобразовательное Учреждение ""Гимназия №2""";Мариинск;1
79;"Муниципальное Автономное Нетиповое Образовательное Учреждение ""Гимназия №2""";Мариинск;1
79;ГБОУ лицей №373 Московского района Санкт-Петербурга;Санкт-Петербург;1
79;Гимназия № 1 г.Ноябрьска;Ноябрьск;1
79;Муниципальная средняя (полная) общеобразовательная школа № 49 г.Томск;Томск;1
79;Средняя общеобразовательная школа № 11 г.Томска;Томск;1
79;"МОУ ""Средняя школа №7 городского округа Стрежевой с углубленным изучением отдельных предметов"" Томской области";Стрежевой;1
79;"МОУ ""Средняя школа № 5 г. о. Стрежевой с углубленным изучением отдельных предметов""";Стрежевой;2
79;Средняя общеобразовательная школа 45 г.Сургут;Сургут;1
79;МБОУ СОШ с УИОП №46;Сургут;2
78;Средняя школа 2 г.Тараз Р.Казахстан;Тараз;1
78;Средняя общеобразовательная школа № 50 г.Томск;Томск;3
78;Средняя общеобразовательная школа № 49 г.Томска;Томск;3
78;Муниципальное общеобразовательное учреждение гимназия № 29 г.Томск;Томск;11
78;Муниципальное автономное общеобразовательное учреждение гимназия № 18 г.Томск;Томск;2
78;Муниципальная средняя (полная) общеобразовательная школа № 76 г.Северск;Северск;2
78;СУНЦ Университета, г. Новосибирск;Новосибирск;2
78;МАОУ Лицей№9;Новосибирск;2
78;"КГУ ""Школа-гимназия №113№";Алматы;1
78;Средняя общеобразовательная школа 1 г.Ханты-Мансийск;Ханты-Мансийск;3
78;Средняя общеобразовательная школа 8 г.Шарыпово;Шарыпово;2
78;МБОУ Средняя общеобразовательная школа №2 города Юрги;Юрга;2
77;Средняя общеобразовательная школа 5 г.Южно-Сахалинск;Южно-Сахалинск;1
